evtID,CutID,bpmX,bpmY,focal_x,focal_y,focal_th,focal_ph,targCalTh,targCalPh 
44996,58,-0.000200,-0.000498,0.053113,-0.008331,0.004242,0.000992,-0.014398,0.006455 
44997,81,-0.000200,-0.000498,0.128454,-0.021649,-0.008677,0.011951,0.012772,0.018896 
45000,79,-0.000200,-0.000498,0.106318,-0.022919,0.005943,0.006773,-0.014398,0.018896 
45002,74,-0.000200,-0.000498,0.135996,-0.019114,-0.011918,0.008059,0.019564,0.015832 
45008,58,-0.000200,-0.000498,0.114417,-0.008909,0.005754,0.000449,-0.014398,0.006455 
45012,59,-0.000200,-0.000498,0.119730,-0.007460,-0.001324,0.004437,-0.000813,0.006455 
45013,59,-0.000200,-0.000498,0.117457,-0.007986,0.000571,0.003562,-0.000813,0.006455 
45014,49,-0.000200,-0.000498,0.107814,-0.011402,0.015341,-0.005939,-0.034775,0.003330 
45025,54,-0.000200,-0.000498,0.112066,-0.011001,-0.016203,-0.000839,0.033149,0.003330 
45026,49,-0.000200,-0.000498,0.051797,-0.011229,0.013453,-0.002933,-0.034775,0.003330 
45027,61,-0.000200,-0.000498,0.140380,-0.011988,-0.014150,0.001661,0.026357,0.006455 
45040,72,-0.000200,-0.000498,0.112694,-0.018164,0.004146,0.005167,-0.007606,0.015832 
45042,49,-0.000200,-0.000498,0.107160,-0.011303,0.014705,-0.005035,-0.034775,0.003330 
45049,58,-0.000200,-0.000498,0.114534,-0.008824,0.006226,0.001431,-0.014398,0.006455 
45060,87,-0.000200,-0.000498,0.121122,-0.024855,-0.006026,0.012263,0.005979,0.022083 
45065,54,-0.000200,-0.000498,0.148697,-0.011461,-0.018182,-0.000908,0.033149,0.003330 
45067,80,-0.000200,-0.000498,0.127487,-0.017164,-0.001266,0.014752,-0.000813,0.018896 
45068,67,-0.000200,-0.000498,0.129494,-0.015402,-0.007743,0.006714,0.012772,0.012706 
45081,68,-0.000200,-0.000498,0.144219,-0.017458,-0.014524,0.006323,0.026357,0.012706 
45087,87,-0.000200,-0.000498,0.121097,-0.024122,-0.003875,0.012960,0.005979,0.022083 
45088,54,-0.000200,-0.000498,0.148225,-0.010240,-0.018677,-0.004185,0.033149,0.003330 
45098,81,-0.000200,-0.000498,-0.087286,-0.017405,-0.009136,0.018699,0.012772,0.018896 
45104,49,-0.000200,-0.000498,0.107831,-0.011834,0.014965,-0.004173,-0.034775,0.003330 
45107,49,-0.000200,-0.000498,0.110986,-0.011065,0.013601,-0.003866,-0.034775,0.003330 
45110,73,-0.000200,-0.000498,0.122221,-0.018295,-0.004294,0.010112,0.005979,0.015832 
45118,87,-0.000200,-0.000498,-0.093557,-0.017778,-0.005061,0.021378,0.005979,0.022083 
45119,61,-0.000200,-0.000498,0.139952,-0.011420,-0.015118,0.001325,0.026357,0.006455 
45126,49,-0.000200,-0.000498,0.107500,-0.011749,0.015108,-0.005036,-0.034775,0.003330 
45128,80,-0.000200,-0.000498,0.117517,-0.020906,0.000140,0.009132,-0.000813,0.018896 
45133,49,-0.000200,-0.000498,0.108054,-0.011612,0.015654,-0.004072,-0.034775,0.003330 
45137,61,-0.000200,-0.000498,0.139124,-0.010983,-0.014789,-0.000339,0.026357,0.006455 
45147,79,-0.000200,-0.000498,0.105066,-0.022094,0.006597,0.005979,-0.014398,0.018896 
45150,58,-0.000200,-0.000498,0.105928,-0.008782,0.006353,0.001981,-0.014398,0.006455 
45151,87,-0.000200,-0.000498,0.120394,-0.023357,-0.004935,0.011923,0.005979,0.022083 
45165,74,-0.000200,-0.000498,0.135710,-0.018980,-0.010694,0.009272,0.019564,0.015832 
45167,64,-0.000200,-0.000498,0.101639,-0.019331,0.012992,0.002783,-0.027983,0.012706 
45175,87,-0.000200,-0.000498,0.120643,-0.025109,-0.004529,0.012834,0.005979,0.022083 
45184,58,-0.000200,-0.000498,0.113731,-0.009298,0.005580,0.003138,-0.014398,0.006455 
45185,73,-0.000200,-0.000498,0.122239,-0.018083,-0.003122,0.009069,0.005979,0.015832 
45187,54,-0.000200,-0.000498,0.087912,-0.009957,-0.017369,-0.002200,0.033149,0.003330 
45189,49,-0.000200,-0.000498,-0.216179,-0.003591,0.008576,0.005160,-0.034775,0.003330 
45191,54,-0.000200,-0.000498,0.147684,-0.010486,-0.018169,-0.002325,0.033149,0.003330 
45194,58,-0.000200,-0.000498,0.114938,-0.008677,0.005469,0.004039,-0.014398,0.006455 
45200,73,-0.000200,-0.000498,0.115803,-0.019507,-0.003398,0.008448,0.005979,0.015832 
45203,58,-0.000200,-0.000498,0.115116,-0.009182,0.006406,0.002136,-0.014398,0.006455 
45206,73,-0.000200,-0.000498,0.122053,-0.018347,-0.002938,0.008619,0.005979,0.015832 
45207,66,-0.000200,-0.000498,0.118571,-0.015147,-0.001917,0.005995,-0.000813,0.012706 
45209,61,-0.000200,-0.000498,0.141107,-0.012072,-0.014081,0.001897,0.026357,0.006455 
45211,87,-0.000200,-0.000498,0.121361,-0.024942,-0.004796,0.014014,0.005979,0.022083 
45213,60,-0.000200,-0.000498,0.123481,-0.008796,-0.007987,0.001619,0.012772,0.006455 
45217,64,-0.000200,-0.000498,0.103685,-0.018041,0.012407,0.002161,-0.027983,0.012706 
45219,66,-0.000200,-0.000498,0.117109,-0.014440,-0.000339,0.004394,-0.000813,0.012706 
45222,72,-0.000200,-0.000498,0.107385,-0.022786,0.003396,0.001839,-0.007606,0.015832 
45228,65,-0.000200,-0.000498,0.111824,-0.014949,0.006112,0.002349,-0.014398,0.012706 
45229,58,-0.000200,-0.000498,0.114504,-0.009095,0.004635,0.002486,-0.014398,0.006455 
45233,49,-0.000200,-0.000498,0.106344,-0.011566,0.015815,-0.004260,-0.034775,0.003330 
45237,81,-0.000200,-0.000498,-0.193700,-0.012216,-0.008090,0.021122,0.012772,0.018896 
45248,65,-0.000200,-0.000498,0.110874,-0.015276,0.005375,0.003926,-0.014398,0.012706 
45250,66,-0.000200,-0.000498,0.117313,-0.013988,-0.001352,0.004667,-0.000813,0.012706 
45253,59,-0.000200,-0.000498,0.119342,-0.008050,0.000071,0.001561,-0.000813,0.006455 
45257,87,-0.000200,-0.000498,0.121557,-0.024569,-0.004249,0.012904,0.005979,0.022083 
45261,65,-0.000200,-0.000498,0.110746,-0.015112,0.006677,0.002551,-0.014398,0.012706 
45266,64,-0.000200,-0.000498,0.100628,-0.018821,0.013952,0.001863,-0.027983,0.012706 
45276,74,-0.000200,-0.000498,0.137792,-0.019603,-0.011151,0.010694,0.019564,0.015832 
45278,54,-0.000200,-0.000498,0.147796,-0.010358,-0.016455,-0.001745,0.033149,0.003330 
45293,59,-0.000200,-0.000498,0.118374,-0.007420,0.000475,0.002631,-0.000813,0.006455 
45303,49,-0.000200,-0.000498,0.108657,-0.011633,0.016626,-0.005372,-0.034775,0.003330 
45309,80,-0.000200,-0.000498,0.098157,-0.020989,0.000284,0.009394,-0.000813,0.018896 
45331,49,-0.000200,-0.000498,0.109052,-0.011467,0.014347,-0.004030,-0.034775,0.003330 
45333,64,-0.000200,-0.000498,0.103494,-0.019051,0.013098,0.001426,-0.027983,0.012706 
45339,71,-0.000200,-0.000498,0.103305,-0.019478,0.010031,0.003354,-0.021190,0.015832 
45342,72,-0.000200,-0.000498,0.091411,-0.018109,0.003087,0.005085,-0.007606,0.015832 
45346,59,-0.000200,-0.000498,0.070478,-0.007353,-0.000709,0.001420,-0.000813,0.006455 
